tipo_cancer,año,casos_hombre_raza_blanca,casos_mujer_raza_blanca,casos_hombre_raza_negra,casos_mujer_raza_negra,muertes_hombre_raza_blanca,muertes_mujer_raza_blanca,muertes_hombre_raza_negra,muertes_mujer_raza_negra
Hypopharynx,2006,1.05,0.33,2.33,,0.15,0.04,0.38,
Hypopharynx,2007,1.05,0.28,2.87,,0.17,0.04,0.27,0.08
Hypopharynx,2008,1.11,0.3,1.75,,0.14,0.04,0.24,0.07
Hypopharynx,2009,1.0,0.26,2.23,,0.14,0.03,0.23,
Hypopharynx,2010,0.85,0.26,1.64,,0.15,0.03,0.31,0.09
Hypopharynx,2011,1.08,0.26,1.95,,0.15,0.03,0.3,0.07
Hypopharynx,2012,0.91,0.18,1.5,,0.16,0.05,0.29,
Hypopharynx,2013,0.98,0.19,1.51,,0.13,0.03,0.35,
Hypopharynx,2014,0.92,0.19,1.23,,0.15,0.02,0.33,0.05
Hypopharynx,2015,0.88,0.22,2.0,,0.16,0.03,0.29,
Hypopharynx,2016,0.97,0.19,,,0.16,0.04,0.33,0.06
Other Oral Cavity and Pharynx,1975,0.65,,,,1.1,0.32,1.79,0.47
Other Oral Cavity and Pharynx,1976,0.6,0.18,,,1.14,0.32,1.83,0.45
Other Oral Cavity and Pharynx,1977,0.71,0.27,,,1.12,0.35,2.06,0.54
Other Oral Cavity and Pharynx,1978,0.69,0.24,,,1.05,0.3,1.78,0.39
Other Oral Cavity and Pharynx,1979,0.77,0.25,,,1.06,0.34,2.01,0.44
Other Oral Cavity and Pharynx,1980,0.51,0.24,,,1.09,0.35,2.52,0.44
Other Oral Cavity and Pharynx,1981,0.78,0.31,,,1.01,0.34,2.16,0.39
Other Oral Cavity and Pharynx,1982,0.56,0.28,,,1.01,0.31,2.2,0.44
Other Oral Cavity and Pharynx,1983,0.63,0.22,,,1.01,0.29,2.03,0.35
Other Oral Cavity and Pharynx,1984,0.68,0.23,,,0.95,0.31,2.31,0.28
Other Oral Cavity and Pharynx,1985,0.62,0.28,,,0.93,0.33,2.49,0.52
Other Oral Cavity and Pharynx,1986,0.56,0.29,,,0.99,0.31,2.37,0.47
Other Oral Cavity and Pharynx,1987,0.67,0.3,,,0.92,0.31,2.06,0.56
Other Oral Cavity and Pharynx,1988,0.59,0.25,,,0.96,0.32,2.57,0.46
Other Oral Cavity and Pharynx,1989,0.5,0.24,,,0.94,0.31,2.23,0.42
Other Oral Cavity and Pharynx,1990,0.6,0.28,,,1.07,0.35,3.02,0.55
Other Oral Cavity and Pharynx,1991,0.78,0.28,,,1.04,0.33,2.46,0.53
Other Oral Cavity and Pharynx,1992,0.58,0.24,,,0.93,0.31,2.55,0.46
Other Oral Cavity and Pharynx,1993,0.75,0.24,,,1.02,0.31,2.65,0.61
Other Oral Cavity and Pharynx,1994,0.56,0.2,,,0.88,0.28,2.36,0.5
Other Oral Cavity and Pharynx,1995,0.59,0.21,,,0.94,0.29,2.66,0.6
Other Oral Cavity and Pharynx,1996,0.65,0.25,,,0.88,0.32,2.39,0.43
Other Oral Cavity and Pharynx,1997,0.57,0.21,,,0.85,0.28,2.1,0.46
Other Oral Cavity and Pharynx,1998,0.56,0.15,,,0.94,0.26,2.22,0.35
Other Oral Cavity and Pharynx,1999,0.38,0.21,,,0.8,0.24,2.23,0.5
Other Oral Cavity and Pharynx,2000,0.36,0.17,,,0.82,0.25,2.21,0.47
Other Oral Cavity and Pharynx,2001,0.44,0.16,,,0.89,0.25,1.98,0.4
Other Oral Cavity and Pharynx,2002,0.35,0.16,,,0.84,0.24,1.83,0.39
Other Oral Cavity and Pharynx,2003,0.37,0.13,,,0.84,0.25,2.18,0.42
Other Oral Cavity and Pharynx,2004,0.27,0.14,,,0.8,0.24,2.16,0.42
Other Oral Cavity and Pharynx,2005,0.3,,,,0.8,0.24,1.89,0.32
Other Oral Cavity and Pharynx,2006,0.22,0.14,,,0.8,0.23,1.75,0.32
Other Oral Cavity and Pharynx,2007,0.28,,,,0.8,0.22,1.61,0.34
Other Oral Cavity and Pharynx,2008,0.33,,,,0.78,0.2,1.47,0.38
Other Oral Cavity and Pharynx,2009,0.22,,,,0.72,0.19,1.47,0.19
Other Oral Cavity and Pharynx,2010,0.35,,,,0.7,0.21,1.28,0.27
Other Oral Cavity and Pharynx,2011,0.42,0.15,,,0.78,0.18,1.62,0.25
Other Oral Cavity and Pharynx,2012,0.37,,,,0.71,0.18,1.47,0.23
Other Oral Cavity and Pharynx,2013,0.39,0.15,,,0.73,0.18,1.34,0.29
Other Oral Cavity and Pharynx,2014,0.47,0.12,,,0.68,0.17,1.25,0.23
Other Oral Cavity and Pharynx,2015,0.4,,,,0.64,0.16,0.89,0.3
Other Oral Cavity and Pharynx,2016,0.45,,,,0.66,0.17,1.07,0.19
Esophagus,1975,5.64,1.99,20.07,3.7,5.37,1.47,17.01,4.06
Esophagus,1976,5.94,2.09,16.89,5.61,5.32,1.5,17.73,4.35
Esophagus,1977,5.26,1.92,20.89,5.44,5.2,1.51,17.57,4.35
Esophagus,1978,5.66,1.69,24.41,4.33,5.35,1.55,17.59,4.3
Esophagus,1979,6.22,1.98,23.04,5.24,5.28,1.53,18.55,4.17
Esophagus,1980,5.75,1.86,18.79,7.41,5.49,1.5,18.3,4.88
Esophagus,1981,5.17,1.94,21.28,7.46,5.44,1.51,18.72,4.35
Esophagus,1982,5.46,1.96,22.72,6.41,5.37,1.56,18.6,4.51
Esophagus,1983,6.11,1.77,22.22,4.26,5.59,1.5,17.95,4.52
Esophagus,1984,5.6,1.92,19.85,5.98,5.63,1.56,18.8,4.65
Esophagus,1985,6.26,1.89,22.22,5.81,5.71,1.46,17.72,4.26
Esophagus,1986,6.23,2.19,24.02,6.31,5.76,1.57,17.96,4.55
Esophagus,1987,6.4,2.0,20.13,4.81,5.96,1.53,17.13,4.37
Esophagus,1988,6.31,2.02,19.49,4.99,6.01,1.58,18.4,3.89
Esophagus,1989,6.2,1.96,17.29,5.39,6.23,1.57,17.32,4.29
Esophagus,1990,7.24,1.9,21.33,5.83,6.32,1.55,16.33,4.37
Esophagus,1991,6.75,2.19,17.78,4.88,6.43,1.57,16.54,4.14
Esophagus,1992,7.38,1.8,18.35,5.32,6.61,1.57,15.1,4.11
Esophagus,1993,6.92,2.1,17.5,4.64,6.6,1.59,16.0,4.07
Esophagus,1994,7.16,1.87,14.68,5.13,6.94,1.56,15.28,3.88
Esophagus,1995,6.63,2.06,13.78,4.37,7.0,1.58,14.45,3.51
Esophagus,1996,7.48,1.98,16.36,4.81,7.06,1.67,13.57,3.72
Esophagus,1997,7.73,2.02,10.96,4.46,7.11,1.6,12.84,3.39
Esophagus,1998,7.92,1.87,12.65,4.32,7.31,1.66,12.21,3.56
Esophagus,1999,8.42,2.07,11.52,4.08,7.44,1.65,11.56,3.06
Esophagus,2000,8.02,2.02,10.58,4.44,7.56,1.69,10.93,3.26
Esophagus,2001,8.43,1.93,11.59,2.71,7.66,1.68,11.3,3.01
Esophagus,2002,8.09,1.83,10.04,3.65,7.77,1.64,10.15,2.92
Esophagus,2003,8.25,1.93,10.2,3.79,7.71,1.66,9.64,2.87
Esophagus,2004,9.28,2.34,8.9,3.98,7.77,1.63,8.98,2.85
Esophagus,2005,8.48,1.79,8.56,2.88,8.07,1.61,8.76,2.34
Esophagus,2006,8.26,2.08,8.78,2.95,7.99,1.64,8.25,2.34
Esophagus,2007,8.42,1.98,8.36,2.92,7.81,1.55,8.24,2.23
Esophagus,2008,8.57,1.79,7.9,2.25,7.74,1.52,7.64,2.27
Esophagus,2009,8.53,2.0,6.68,3.36,7.71,1.53,7.19,1.87
Esophagus,2010,7.94,1.69,7.51,2.78,7.79,1.6,7.38,1.99
Esophagus,2011,8.51,1.87,4.78,2.19,7.76,1.51,6.54,1.86
Esophagus,2012,8.23,1.86,6.22,1.69,7.67,1.46,6.19,1.94
Esophagus,2013,7.92,1.89,7.14,1.92,7.51,1.46,5.89,1.77
Esophagus,2014,7.73,1.78,6.17,2.4,7.5,1.44,5.5,1.77
Esophagus,2015,8.27,1.88,6.06,2.26,7.51,1.46,5.11,1.53
Esophagus,2016,7.83,1.65,6.25,2.23,7.42,1.48,5.18,1.59
Stomach,1975,15.98,6.99,24.76,11.46,11.37,5.62,21.05,8.61
Stomach,1976,15.98,7.68,23.55,10.12,11.17,5.41,20.22,8.59
Stomach,1977,15.02,6.98,24.68,11.63,10.68,5.05,19.46,9.0
Stomach,1978,14.99,6.98,22.94,13.46,10.24,5.12,18.67,8.31
Stomach,1979,15.58,7.49,28.2,11.73,10.17,4.85,18.73,8.71
Stomach,1980,15.68,6.56,26.32,7.32,9.76,4.8,18.27,7.96
Stomach,1981,15.07,6.68,27.84,10.39,9.8,4.56,18.06,8.6
Stomach,1982,14.58,6.34,31.17,10.33,9.37,4.53,19.24,7.44
Stomach,1983,13.69,6.59,27.78,11.29,9.02,4.38,18.39,8.08
Stomach,1984,13.9,6.41,21.84,12.53,9.07,4.28,17.95,7.93
Stomach,1985,13.32,5.96,23.5,11.34,8.75,4.07,17.03,7.82
Stomach,1986,13.53,5.88,23.17,11.88,8.58,3.83,17.39,7.42
Stomach,1987,13.26,5.96,26.68,10.69,8.32,3.77,16.97,7.55
Stomach,1988,13.58,5.48,24.75,10.09,7.92,3.82,17.02,7.07
Stomach,1989,13.47,5.36,23.16,10.66,8.28,3.77,17.73,7.33
Stomach,1990,11.91,5.2,21.78,9.43,7.95,3.73,17.24,7.71
Stomach,1991,12.32,5.52,25.77,10.42,7.97,3.59,17.64,7.55
Stomach,1992,11.68,5.25,19.9,9.84,7.3,3.43,15.55,7.53
Stomach,1993,11.61,4.88,23.7,8.49,7.34,3.41,16.26,7.11
Stomach,1994,11.75,4.76,24.74,8.76,7.04,3.26,15.37,6.97
Stomach,1995,11.23,4.34,18.97,9.58,6.89,3.21,14.89,7.37
Stomach,1996,11.03,4.68,22.59,8.91,6.6,3.1,15.09,6.8
Stomach,1997,10.79,4.5,22.35,11.01,6.33,2.92,14.64,6.5
Stomach,1998,10.52,4.76,20.16,11.45,6.06,2.97,13.72,6.42
Stomach,1999,10.5,5.01,18.26,10.08,5.78,2.79,13.73,6.47
Stomach,2000,9.87,4.47,19.97,8.25,5.63,2.79,12.77,6.49
Stomach,2001,9.69,4.05,18.6,9.01,5.39,2.7,12.06,5.86
Stomach,2002,9.88,4.32,15.68,11.06,5.29,2.56,12.2,6.15
Stomach,2003,9.33,4.44,18.52,10.04,5.05,2.6,11.56,5.48
Stomach,2004,10.0,4.61,17.19,7.45,4.91,2.5,11.31,5.26
Stomach,2005,9.23,4.26,18.21,7.43,4.59,2.38,10.89,5.02
Stomach,2006,9.33,4.3,17.16,9.36,4.47,2.29,9.97,4.96
Stomach,2007,9.18,3.85,17.77,7.61,4.39,2.24,10.52,4.69
Stomach,2008,8.81,3.86,18.44,9.57,4.23,2.16,10.03,4.9
Stomach,2009,9.21,3.96,15.7,9.36,4.09,2.11,9.41,4.41
Stomach,2010,8.63,4.0,13.64,8.28,4.03,2.19,9.32,4.37
Stomach,2011,8.85,4.2,14.26,9.67,3.87,2.02,8.79,4.33
Stomach,2012,8.29,4.35,14.93,8.01,3.76,2.02,8.42,4.23
Stomach,2013,8.18,3.95,13.69,7.33,3.82,1.99,8.23,3.83
Stomach,2014,8.15,3.57,13.5,7.65,3.69,1.98,8.16,3.66
Stomach,2015,7.77,3.82,13.48,8.39,3.58,1.98,8.06,3.63
Stomach,2016,7.47,4.18,13.55,7.14,3.46,1.92,7.91,3.52
Small Intestine,1975,1.48,0.98,,,0.39,0.29,0.5,0.35
Small Intestine,1976,1.21,0.81,,,0.42,0.31,0.66,0.38
Small Intestine,1977,1.28,0.98,,,0.44,0.31,0.52,0.28
Small Intestine,1978,1.28,0.78,,,0.43,0.3,0.51,0.6
Small Intestine,1979,1.43,0.84,,,0.46,0.34,0.52,0.25
Small Intestine,1980,1.17,1.13,,,0.44,0.3,0.41,0.4
Small Intestine,1981,1.11,0.99,,,0.44,0.33,0.55,0.37
Small Intestine,1982,1.43,0.93,,,0.48,0.32,0.7,0.37
Small Intestine,1983,1.47,1.0,,,0.51,0.32,0.56,0.4
Small Intestine,1984,1.52,0.98,,,0.46,0.3,0.64,0.57
Small Intestine,1985,1.56,1.0,,,0.5,0.29,0.91,0.39
Small Intestine,1986,1.73,1.07,3.6,,0.48,0.32,0.94,0.4
Small Intestine,1987,1.69,1.14,4.56,2.2,0.47,0.31,0.6,0.51
Small Intestine,1988,1.74,1.21,2.74,2.22,0.48,0.32,0.69,0.37
Small Intestine,1989,1.77,1.21,3.88,2.27,0.5,0.29,0.67,0.5
Small Intestine,1990,1.5,1.05,3.04,1.73,0.47,0.31,0.98,0.5
Small Intestine,1991,2.12,1.35,2.99,2.14,0.55,0.32,0.84,0.56
Small Intestine,1992,1.83,1.24,3.43,,0.44,0.33,0.84,0.49
Small Intestine,1993,2.0,1.33,2.88,2.31,0.49,0.34,0.66,0.53
Small Intestine,1994,1.85,1.24,3.13,2.13,0.5,0.32,0.81,0.53
Small Intestine,1995,1.98,1.4,3.52,2.67,0.55,0.31,0.68,0.41
Small Intestine,1996,1.66,1.55,3.91,3.03,0.47,0.31,0.83,0.52
Small Intestine,1997,2.09,1.58,4.83,2.48,0.52,0.31,0.78,0.58
Small Intestine,1998,1.94,1.55,3.35,3.08,0.5,0.29,0.6,0.54
Small Intestine,1999,2.24,1.56,3.15,3.41,0.47,0.28,0.84,0.46
Small Intestine,2000,2.04,1.32,3.7,2.51,0.45,0.31,0.64,0.41
Small Intestine,2001,2.02,1.47,4.17,3.07,0.44,0.3,0.82,0.55
Small Intestine,2002,2.41,1.68,5.5,2.62,0.41,0.28,0.69,0.49
Small Intestine,2003,2.55,1.5,4.27,3.56,0.4,0.3,0.73,0.45
Small Intestine,2004,2.28,1.73,3.59,2.52,0.44,0.29,0.76,0.55
Small Intestine,2005,2.65,1.82,2.45,3.27,0.43,0.29,0.61,0.48
Small Intestine,2006,2.52,1.8,3.63,2.85,0.43,0.28,0.67,0.47
Small Intestine,2007,2.58,1.63,3.46,2.64,0.44,0.23,0.62,0.49
Small Intestine,2008,3.05,1.53,3.99,3.13,0.44,0.28,0.78,0.51
Small Intestine,2009,2.77,1.86,3.95,3.5,0.39,0.3,0.75,0.57
Small Intestine,2010,2.97,2.15,5.26,2.94,0.42,0.28,0.67,0.49
Small Intestine,2011,2.6,2.1,4.36,4.17,0.43,0.29,0.85,0.49
Small Intestine,2012,2.95,1.98,5.02,3.54,0.45,0.29,0.55,0.53
Small Intestine,2013,2.75,2.01,5.09,3.85,0.43,0.26,0.76,0.53
Small Intestine,2014,3.03,1.71,4.62,3.24,0.47,0.26,0.63,0.53
Small Intestine,2015,2.66,2.2,5.13,4.47,0.45,0.29,0.83,0.43
Small Intestine,2016,2.56,2.16,4.59,3.7,0.49,0.33,0.76,0.63
Colon and Rectum,1975,69.78,54.06,59.33,54.66,33.24,25.06,30.09,24.55
Colon and Rectum,1976,72.69,55.03,58.53,51.28,33.76,25.45,31.16,26.26
Colon and Rectum,1977,74.3,55.76,75.81,51.47,33.49,24.97,31.44,24.92
Colon and Rectum,1978,73.87,55.6,65.83,60.56,34.12,25.17,31.2,25.66
Colon and Rectum,1979,75.19,54.95,61.79,56.16,33.92,24.57,31.57,25.96
Colon and Rectum,1980,74.88,56.84,79.71,64.23,33.99,24.32,33.18,25.89
Colon and Rectum,1981,76.65,57.14,72.89,55.97,33.16,23.85,32.83,26.32
Colon and Rectum,1982,76.28,55.03,68.97,55.92,33.11,23.42,33.71,26.12
Colon and Rectum,1983,76.51,56.02,75.8,61.13,33.32,23.11,32.9,25.82
Colon and Rectum,1984,79.26,56.71,70.57,58.2,33.12,23.49,34.65,26.22
Colon and Rectum,1985,80.2,58.36,74.56,56.39,32.74,22.77,34.1,28.04
Colon and Rectum,1986,78.89,54.71,72.98,58.88,32.01,22.07,35.36,26.35
Colon and Rectum,1987,78.25,52.64,77.63,59.01,31.85,21.63,35.1,26.48
Colon and Rectum,1988,75.78,51.75,72.41,56.62,31.04,21.16,34.29,25.88
Colon and Rectum,1989,75.45,52.65,79.41,54.76,30.52,20.82,36.37,26.07
Colon and Rectum,1990,74.75,51.03,75.15,61.66,30.43,20.18,37.64,26.59
Colon and Rectum,1991,73.09,49.64,76.42,58.27,29.35,19.85,35.8,26.5
Colon and Rectum,1992,70.66,48.7,78.59,57.57,28.99,19.42,36.23,25.43
Colon and Rectum,1993,68.08,47.79,78.14,55.15,28.18,19.28,35.84,26.04
Colon and Rectum,1994,66.33,47.19,75.45,57.98,27.89,18.84,35.66,24.88
Colon and Rectum,1995,63.41,46.63,71.49,55.98,27.16,18.64,36.3,25.47
Colon and Rectum,1996,65.94,46.35,66.74,53.12,26.29,17.98,34.52,24.86
Colon and Rectum,1997,67.84,48.0,77.77,56.26,25.68,17.59,35.07,24.8
Colon and Rectum,1998,67.24,49.0,74.49,56.38,25.13,17.48,33.9,24.78
Colon and Rectum,1999,65.9,47.22,72.47,58.3,24.99,17.2,34.5,24.7
Colon and Rectum,2000,63.12,46.55,74.4,58.15,24.46,17.02,34.98,23.88
Colon and Rectum,2001,62.71,45.38,75.53,57.69,23.83,16.52,33.39,24.26
Colon and Rectum,2002,60.4,45.91,74.32,56.56,23.39,16.13,33.73,22.96
Colon and Rectum,2003,58.59,43.48,75.87,54.68,22.62,15.62,32.49,22.92
Colon and Rectum,2004,57.89,42.1,74.48,54.72,21.28,14.85,30.64,21.41
Colon and Rectum,2005,55.09,41.15,65.41,55.05,20.6,14.27,30.87,21.45
Colon and Rectum,2006,52.69,40.69,65.62,53.68,20.04,14.27,31.28,20.3
Colon and Rectum,2007,52.2,39.97,66.04,52.16,19.66,13.9,29.29,19.87
Colon and Rectum,2008,50.5,39.46,64.42,47.8,18.99,13.54,28.73,18.95
Colon and Rectum,2009,47.5,37.47,60.87,49.25,18.57,12.84,26.98,18.54
Colon and Rectum,2010,45.7,34.64,56.72,44.99,18.15,12.57,27.45,17.62
Colon and Rectum,2011,43.69,34.24,55.68,42.76,17.51,12.33,26.16,17.71
Colon and Rectum,2012,42.53,33.92,56.6,41.47,17.05,12.05,25.43,16.18
Colon and Rectum,2013,41.07,32.34,58.27,38.57,16.89,11.88,24.63,15.69
Colon and Rectum,2014,42.43,33.81,50.9,39.59,16.43,11.67,23.13,15.29
Colon and Rectum,2015,40.83,32.45,52.77,38.73,16.24,11.55,23.12,15.52
Colon and Rectum,2016,41.06,32.56,51.04,41.64,15.89,11.25,22.96,15.09
"Anus, Anal Canal and Anorectum",1975,0.68,0.94,,,0.04,0.04,,
"Anus, Anal Canal and Anorectum",1976,0.67,0.95,,,0.04,0.04,,
"Anus, Anal Canal and Anorectum",1977,0.78,0.75,,,0.04,0.03,,
"Anus, Anal Canal and Anorectum",1978,0.7,0.93,,,0.02,0.03,,
"Anus, Anal Canal and Anorectum",1979,0.96,1.09,,,0.09,0.13,,0.17
"Anus, Anal Canal and Anorectum",1980,0.69,1.19,,,0.09,0.14,0.2,0.21
"Anus, Anal Canal and Anorectum",1981,0.83,1.03,,,0.11,0.14,0.15,0.13
"Anus, Anal Canal and Anorectum",1982,0.86,1.07,,,0.11,0.16,,0.25
"Anus, Anal Canal and Anorectum",1983,0.79,1.14,,,0.1,0.15,0.21,0.28
"Anus, Anal Canal and Anorectum",1984,0.9,1.21,,,0.13,0.17,0.24,0.19
"Anus, Anal Canal and Anorectum",1985,0.85,1.33,,2.46,0.12,0.18,0.22,0.17
"Anus, Anal Canal and Anorectum",1986,0.78,0.85,,,0.13,0.16,0.28,0.16
"Anus, Anal Canal and Anorectum",1987,0.91,1.09,,,0.12,0.16,0.21,0.13
"Anus, Anal Canal and Anorectum",1988,0.77,1.37,,,0.12,0.16,0.18,0.28
"Anus, Anal Canal and Anorectum",1989,1.07,1.13,,,0.13,0.17,0.18,0.23
"Anus, Anal Canal and Anorectum",1990,1.02,1.28,,1.7,0.15,0.18,0.21,0.08
"Anus, Anal Canal and Anorectum",1991,0.83,1.35,,,0.14,0.19,0.22,0.21
"Anus, Anal Canal and Anorectum",1992,0.92,1.38,,,0.14,0.17,0.24,0.16
"Anus, Anal Canal and Anorectum",1993,1.16,1.29,2.08,,0.12,0.17,0.18,0.24
"Anus, Anal Canal and Anorectum",1994,0.89,1.23,,,0.15,0.2,0.26,0.2
"Anus, Anal Canal and Anorectum",1995,1.03,1.31,1.5,,0.14,0.18,0.17,0.19
"Anus, Anal Canal and Anorectum",1996,1.22,1.29,1.84,,0.14,0.17,0.22,0.17
"Anus, Anal Canal and Anorectum",1997,1.06,1.35,,1.48,0.13,0.18,0.23,0.21
"Anus, Anal Canal and Anorectum",1998,1.31,1.6,1.48,1.42,0.15,0.17,0.18,0.18
"Anus, Anal Canal and Anorectum",1999,1.3,1.45,2.01,1.69,0.14,0.19,0.17,0.19
"Anus, Anal Canal and Anorectum",2000,1.32,1.55,,1.34,0.16,0.2,0.23,0.16
"Anus, Anal Canal and Anorectum",2001,1.27,1.57,2.17,1.62,0.15,0.22,0.16,0.16
"Anus, Anal Canal and Anorectum",2002,1.21,1.84,2.25,1.63,0.17,0.22,0.21,0.15
"Anus, Anal Canal and Anorectum",2003,1.38,1.74,1.52,1.89,0.13,0.23,0.22,0.21
"Anus, Anal Canal and Anorectum",2004,1.37,1.75,2.42,1.71,0.17,0.22,0.25,0.17
"Anus, Anal Canal and Anorectum",2005,1.72,1.98,1.84,1.66,0.15,0.22,0.19,0.22
"Anus, Anal Canal and Anorectum",2006,1.33,1.86,1.63,1.79,0.18,0.23,0.18,0.25
"Anus, Anal Canal and Anorectum",2007,1.53,2.06,3.33,1.92,0.18,0.24,0.21,0.17
"Anus, Anal Canal and Anorectum",2008,1.62,2.05,2.39,1.29,0.18,0.26,0.25,0.21
"Anus, Anal Canal and Anorectum",2009,1.69,2.11,2.26,1.72,0.19,0.3,0.31,0.25
"Anus, Anal Canal and Anorectum",2010,1.38,2.08,2.85,1.62,0.21,0.27,0.34,0.19
"Anus, Anal Canal and Anorectum",2011,1.51,2.14,2.16,2.04,0.21,0.29,0.37,0.2
"Anus, Anal Canal and Anorectum",2012,1.56,2.38,2.15,1.71,0.23,0.29,0.32,0.22
"Anus, Anal Canal and Anorectum",2013,1.4,2.47,2.88,2.23,0.22,0.28,0.34,0.2
"Anus, Anal Canal and Anorectum",2014,1.58,2.33,3.18,1.87,0.2,0.3,0.32,0.24
"Anus, Anal Canal and Anorectum",2015,1.66,2.63,1.96,1.42,0.25,0.31,0.36,0.23
"Anus, Anal Canal and Anorectum",2016,1.71,2.26,2.95,1.92,0.25,0.36,0.24,0.28
Liver and Intrahepatic Bile Duct,1975,3.23,1.43,6.46,3.19,3.52,1.99,6.34,2.69
Liver and Intrahepatic Bile Duct,1976,3.16,1.62,6.23,,3.48,1.88,6.81,2.67
Liver and Intrahepatic Bile Duct,1977,3.57,1.33,5.02,,3.44,1.92,7.19,2.49
Liver and Intrahepatic Bile Duct,1978,3.27,1.39,6.82,2.13,3.48,1.81,6.99,2.84
Liver and Intrahepatic Bile Duct,1979,3.3,1.5,7.1,,3.54,1.95,6.64,2.7
Liver and Intrahepatic Bile Duct,1980,3.28,1.56,5.01,2.47,3.51,1.91,6.78,2.78
Liver and Intrahepatic Bile Duct,1981,3.88,1.51,7.09,2.53,3.76,1.91,6.67,2.73
Liver and Intrahepatic Bile Duct,1982,3.48,1.64,5.4,2.63,3.79,1.93,7.16,2.93
Liver and Intrahepatic Bile Duct,1983,3.74,1.41,6.3,2.33,3.72,1.87,7.27,3.0
Liver and Intrahepatic Bile Duct,1984,3.41,1.61,5.26,1.91,3.85,1.98,7.93,2.65
Liver and Intrahepatic Bile Duct,1985,4.15,1.51,7.51,,3.94,2.08,7.18,2.74
Liver and Intrahepatic Bile Duct,1986,3.89,1.7,7.56,3.2,4.08,2.03,7.26,2.9
Liver and Intrahepatic Bile Duct,1987,3.64,1.87,7.69,3.73,4.14,2.04,6.9,3.23
Liver and Intrahepatic Bile Duct,1988,4.25,1.59,8.86,,4.38,2.08,7.24,3.03
Liver and Intrahepatic Bile Duct,1989,4.28,1.89,9.07,2.6,4.51,2.15,8.0,3.09
Liver and Intrahepatic Bile Duct,1990,4.66,1.86,10.61,3.47,4.74,2.25,7.81,3.59
Liver and Intrahepatic Bile Duct,1991,5.55,2.12,9.24,3.48,4.8,2.32,7.97,3.48
Liver and Intrahepatic Bile Duct,1992,4.83,1.94,8.42,3.43,5.17,2.4,8.5,3.32
Liver and Intrahepatic Bile Duct,1993,5.91,2.07,10.12,3.09,5.32,2.56,8.1,3.59
Liver and Intrahepatic Bile Duct,1994,5.6,2.09,9.52,1.86,5.42,2.55,8.9,3.53
Liver and Intrahepatic Bile Duct,1995,5.37,2.24,8.58,4.04,5.71,2.69,9.3,4.11
Liver and Intrahepatic Bile Duct,1996,6.76,2.63,10.96,3.55,5.87,2.73,9.07,3.68
Liver and Intrahepatic Bile Duct,1997,6.56,2.61,11.37,4.52,5.91,2.75,8.89,3.92
Liver and Intrahepatic Bile Duct,1998,6.95,2.57,9.64,4.06,6.08,2.73,10.13,3.7
Liver and Intrahepatic Bile Duct,1999,7.22,2.73,12.32,4.39,5.95,2.73,8.76,3.82
Liver and Intrahepatic Bile Duct,2000,7.05,2.73,11.73,3.52,6.15,2.71,9.54,3.58
Liver and Intrahepatic Bile Duct,2001,6.61,2.55,13.79,3.4,6.37,2.73,9.12,4.08
Liver and Intrahepatic Bile Duct,2002,7.05,2.59,11.95,3.89,6.53,2.84,9.96,3.65
Liver and Intrahepatic Bile Duct,2003,7.73,2.66,12.52,3.99,6.73,2.85,10.3,4.03
Liver and Intrahepatic Bile Duct,2004,8.03,2.68,15.89,4.53,6.73,2.98,10.67,4.11
Liver and Intrahepatic Bile Duct,2005,8.58,2.89,14.98,4.89,7.09,2.99,11.18,3.79
Liver and Intrahepatic Bile Duct,2006,9.18,2.91,15.27,5.33,7.04,3.09,10.92,3.91
Liver and Intrahepatic Bile Duct,2007,9.45,3.0,17.55,4.5,7.23,3.09,11.32,3.81
Liver and Intrahepatic Bile Duct,2008,9.72,3.46,19.22,4.88,7.63,3.05,11.92,3.94
Liver and Intrahepatic Bile Duct,2009,10.23,3.37,19.44,5.82,7.86,3.21,12.17,4.33
Liver and Intrahepatic Bile Duct,2010,10.34,3.54,19.57,5.96,8.0,3.32,12.28,4.26
Liver and Intrahepatic Bile Duct,2011,11.09,3.77,19.71,5.24,8.34,3.39,12.77,4.53
Liver and Intrahepatic Bile Duct,2012,11.51,3.66,20.5,5.71,8.65,3.54,13.25,4.45
Liver and Intrahepatic Bile Duct,2013,11.33,3.98,19.32,5.89,8.8,3.64,13.45,4.54
Liver and Intrahepatic Bile Duct,2014,11.58,3.98,19.14,5.72,8.79,3.68,13.04,4.79
Liver and Intrahepatic Bile Duct,2015,11.61,4.22,20.29,6.22,8.95,3.81,13.36,4.52
Liver and Intrahepatic Bile Duct,2016,11.21,4.0,18.24,6.9,9.06,3.85,13.0,5.11
Gallbladder,1975,1.37,2.3,,,0.86,1.77,0.66,1.11
Gallbladder,1976,1.17,2.02,,,0.94,1.72,0.59,0.95
Gallbladder,1977,1.02,2.25,,,0.86,1.62,0.62,1.07
Gallbladder,1978,1.27,2.21,,,0.88,1.67,0.72,1.18
Gallbladder,1979,1.17,2.3,,,0.83,1.56,0.64,1.13
Gallbladder,1980,1.05,2.47,,,0.74,1.57,0.87,1.27
Gallbladder,1981,1.19,2.32,,,0.78,1.41,0.58,1.22
Gallbladder,1982,0.85,2.14,,,0.73,1.47,0.8,0.84
Gallbladder,1983,1.16,1.9,,2.05,0.82,1.41,0.65,1.09
Gallbladder,1984,1.3,1.95,,,0.75,1.32,0.55,1.06
